"LAWAID","Parameter","NOFDate","NOFValue"
"ebop-00087","PH","2007-04-01",7.8
"ebop-00088","PH","2007-04-01",8
"ebop-00089","PH","2007-04-01",7.7
"ebop-00090","PH","2007-04-01",7.5
"ebop-00091","PH","2007-04-01",7.9
"ebop-00092","PH","2007-04-01",7.2
"ebop-00094","PH","2007-04-01",7.2
"ebop-00095","PH","2007-04-01",7.5
"ebop-00096","PH","2007-04-01",7.2
"ebop-00097","PH","2007-04-01",6.8
"ebop-00098","PH","2007-04-01",6.8
"ebop-00100","PH","2007-04-01",6.8
"ecan-00325","PH","2007-04-01",7.4
"ecan-00331","PH","2007-04-01",7.1
"ecan-00347","PH","2007-04-01",8.15
"ecan-00348","PH","2007-04-01",7.7
"es-000142","PH","2007-04-01",8.1
"es-000157","PH","2007-04-01",8
"es-000158","PH","2007-04-01",8.1
"es-000159","PH","2007-04-01",8.4
"ew-00142","PH","2007-04-01",8
"ew-00143","PH","2007-04-01",6.5
"ew-00144","PH","2007-04-01",7.9
"ew-00145","PH","2007-04-01",7.5
"ew-00146","PH","2007-04-01",8.6
"ew-00147","PH","2007-04-01",8.1
"ew-00149","PH","2007-04-01",7.5
"ew-00151","PH","2007-04-01",9.2
"lawa-100211","PH","2007-04-01",7.3
"lawa-100213","PH","2007-04-01",7.3
"lawa-100263","PH","2007-04-01",7.3
"lawa-100264","PH","2007-04-01",7.3
"lawa-100266","PH","2007-04-01",7.4
"orc-00036","PH","2007-04-01",7.9
"arc-00098","PH","2008-04-01",7.595
"arc-00099","PH","2008-04-01",7.79
"arc-00100","PH","2008-04-01",7.43
"arc-10002","PH","2008-04-01",7.385
"ebop-00087","PH","2008-04-01",7.6
"ebop-00088","PH","2008-04-01",7.4
"ebop-00089","PH","2008-04-01",7.6
"ebop-00090","PH","2008-04-01",7.4
"ebop-00091","PH","2008-04-01",8
"ebop-00092","PH","2008-04-01",7.1
"ebop-00094","PH","2008-04-01",7.1
"ebop-00095","PH","2008-04-01",7.5
"ebop-00096","PH","2008-04-01",7.3
"ebop-00097","PH","2008-04-01",6.5
"ebop-00098","PH","2008-04-01",6.5
"ebop-00100","PH","2008-04-01",6.5
"ecan-00325","PH","2008-04-01",7.7
"ecan-00331","PH","2008-04-01",7.9
"ecan-00347","PH","2008-04-01",8.05
"ecan-00348","PH","2008-04-01",7.1
"ew-00142","PH","2008-04-01",8
"ew-00143","PH","2008-04-01",6.7
"ew-00145","PH","2008-04-01",7.2
"ew-00146","PH","2008-04-01",8.3
"ew-00147","PH","2008-04-01",8.6
"ew-00149","PH","2008-04-01",7.25
"ew-00151","PH","2008-04-01",6.9
"orc-00034","PH","2008-04-01",6.8
"arc-00098","PH","2009-04-01",6.885
"arc-00099","PH","2009-04-01",7.15
"arc-00100","PH","2009-04-01",7.6
"arc-10002","PH","2009-04-01",7.22
"ebop-00087","PH","2009-04-01",7.6
"ebop-00088","PH","2009-04-01",7.3
"ebop-00089","PH","2009-04-01",7.6
"ebop-00090","PH","2009-04-01",7.6
"ebop-00091","PH","2009-04-01",7.9
"ebop-00092","PH","2009-04-01",6.7
"ebop-00094","PH","2009-04-01",7.1
"ebop-00095","PH","2009-04-01",7.3
"ebop-00096","PH","2009-04-01",7.3
"ebop-00097","PH","2009-04-01",7.4
"ebop-00098","PH","2009-04-01",7.4
"ebop-00100","PH","2009-04-01",7.4
"ecan-00325","PH","2009-04-01",7.8
"ecan-00331","PH","2009-04-01",7.8
"ecan-00347","PH","2009-04-01",8.7
"ecan-00348","PH","2009-04-01",7.5
"ecan-00363","PH","2009-04-01",10.2
"es-000142","PH","2009-04-01",7.7
"es-000157","PH","2009-04-01",7.6
"es-000158","PH","2009-04-01",7.7
"es-000159","PH","2009-04-01",7.7
"ew-00142","PH","2009-04-01",8.2
"ew-00143","PH","2009-04-01",5.7
"ew-00145","PH","2009-04-01",7
"ew-00146","PH","2009-04-01",8.2
"ew-00147","PH","2009-04-01",8.5
"ew-00149","PH","2009-04-01",7.3
"ew-00151","PH","2009-04-01",9.1
"gw-00258","PH","2009-04-01",7.43
"hbrc-00170","PH","2009-04-01",7.7
"hbrc-00171","PH","2009-04-01",8.3
"hbrc-00176","PH","2009-04-01",8.2
"orc-00027","PH","2009-04-01",7.6
"orc-00028","PH","2009-04-01",7.6
"orc-00036","PH","2009-04-01",7.3
"orc-00038","PH","2009-04-01",7.7
"arc-00098","PH","2010-04-01",7.5
"arc-00099","PH","2010-04-01",7.08
"arc-00100","PH","2010-04-01",7.51
"arc-10002","PH","2010-04-01",6.77
"ebop-00087","PH","2010-04-01",7.2
"ebop-00088","PH","2010-04-01",7.1
"ebop-00089","PH","2010-04-01",7.5
"ebop-00090","PH","2010-04-01",7.2
"ebop-00091","PH","2010-04-01",8.4
"ebop-00092","PH","2010-04-01",6.7
"ebop-00094","PH","2010-04-01",7.1
"ebop-00095","PH","2010-04-01",6.9
"ebop-00096","PH","2010-04-01",7.4
"ebop-00097","PH","2010-04-01",6.2
"ebop-00098","PH","2010-04-01",6.2
"ebop-00100","PH","2010-04-01",6.2
"ecan-00325","PH","2010-04-01",7.7
"ecan-00347","PH","2010-04-01",9.4
"ecan-00348","PH","2010-04-01",7.2
"es-000142","PH","2010-04-01",7.6
"es-000157","PH","2010-04-01",7.6
"es-000158","PH","2010-04-01",7.6
"es-000159","PH","2010-04-01",7.6
"ew-00142","PH","2010-04-01",7.6
"ew-00143","PH","2010-04-01",5.6
"ew-00145","PH","2010-04-01",6.9
"ew-00146","PH","2010-04-01",8.2
"ew-00147","PH","2010-04-01",8.6
"ew-00149","PH","2010-04-01",7
"ew-00151","PH","2010-04-01",8.9
"gw-00257","PH","2010-04-01",7.96
"gw-00258","PH","2010-04-01",6.96
"hbrc-00170","PH","2010-04-01",7.9
"hbrc-00171","PH","2010-04-01",7.8
"hbrc-00176","PH","2010-04-01",8.1
"orc-00027","PH","2010-04-01",8.2
"orc-00028","PH","2010-04-01",7.8
"orc-00036","PH","2010-04-01",7.5
"orc-00037","PH","2010-04-01",7.6
"orc-00038","PH","2010-04-01",7.9
"arc-00098","PH","2011-04-01",6.845
"arc-00099","PH","2011-04-01",6.5
"arc-00100","PH","2011-04-01",6.915
"arc-10002","PH","2011-04-01",6.535
"ebop-00087","PH","2011-04-01",7.8
"ebop-00088","PH","2011-04-01",7.4
"ebop-00089","PH","2011-04-01",7.4
"ebop-00090","PH","2011-04-01",7.5
"ebop-00091","PH","2011-04-01",7.9
"ebop-00092","PH","2011-04-01",7.1
"ebop-00094","PH","2011-04-01",7.1
"ebop-00095","PH","2011-04-01",7.2
"ebop-00096","PH","2011-04-01",7.3
"ebop-00097","PH","2011-04-01",7
"ebop-00098","PH","2011-04-01",7
"ebop-00100","PH","2011-04-01",7
"ecan-00325","PH","2011-04-01",7.7
"ecan-00331","PH","2011-04-01",7.7
"ecan-00347","PH","2011-04-01",8.1
"ecan-00348","PH","2011-04-01",7.4
"es-000142","PH","2011-04-01",8.125
"es-000157","PH","2011-04-01",7.8
"es-000158","PH","2011-04-01",8
"es-000159","PH","2011-04-01",7.95
"ew-00142","PH","2011-04-01",7.1
"ew-00146","PH","2011-04-01",7.9
"ew-00147","PH","2011-04-01",7.5
"ew-00151","PH","2011-04-01",7.8
"gw-00257","PH","2011-04-01",6.95
"hbrc-00174","PH","2011-04-01",9.14
"hbrc-00175","PH","2011-04-01",7.565
"lawa-100211","PH","2011-04-01",7.3
"lawa-100213","PH","2011-04-01",7.1
"lawa-100263","PH","2011-04-01",7.3
"lawa-100264","PH","2011-04-01",7.3
"lawa-100266","PH","2011-04-01",7.4
"orc-00027","PH","2011-04-01",8
"orc-00028","PH","2011-04-01",7.7
"orc-00031","PH","2011-04-01",8.3
"orc-00035","PH","2011-04-01",7.3
"orc-00036","PH","2011-04-01",7.3
"orc-00037","PH","2011-04-01",7.9
"orc-00038","PH","2011-04-01",7.8
"arc-00098","PH","2012-04-01",7.64
"arc-00099","PH","2012-04-01",7.16
"arc-00100","PH","2012-04-01",7.75
"arc-10002","PH","2012-04-01",7.1
"ebop-00087","PH","2012-04-01",7.4
"ebop-00088","PH","2012-04-01",7.4
"ebop-00089","PH","2012-04-01",7.5
"ebop-00090","PH","2012-04-01",7.4
"ebop-00091","PH","2012-04-01",7.8
"ebop-00092","PH","2012-04-01",7.2
"ebop-00094","PH","2012-04-01",7.4
"ebop-00095","PH","2012-04-01",7.4
"ebop-00096","PH","2012-04-01",7.4
"ebop-00097","PH","2012-04-01",6.7
"ebop-00098","PH","2012-04-01",6.7
"ebop-00100","PH","2012-04-01",6.7
"ecan-00325","PH","2012-04-01",8.1
"ecan-00331","PH","2012-04-01",7.8
"ecan-00347","PH","2012-04-01",8.2
"ecan-00348","PH","2012-04-01",7.7
"ecan-00363","PH","2012-04-01",7.5
"es-000142","PH","2012-04-01",7.9
"es-000157","PH","2012-04-01",7.85
"es-000158","PH","2012-04-01",7.95
"es-000159","PH","2012-04-01",7.85
"es-00144","PH","2012-04-01",7.4
"ew-00142","PH","2012-04-01",7.7
"ew-00146","PH","2012-04-01",8.8
"ew-00147","PH","2012-04-01",8.8
"ew-00151","PH","2012-04-01",9.2
"gw-00257","PH","2012-04-01",7.65
"hbrc-00176","PH","2012-04-01",8.105
"lawa-100215","PH","2012-04-01",7.3
"orc-00027","PH","2012-04-01",7.9
"orc-00028","PH","2012-04-01",7.7
"orc-00031","PH","2012-04-01",8.3
"orc-00036","PH","2012-04-01",7.2
"orc-00037","PH","2012-04-01",7.8
"orc-00038","PH","2012-04-01",7.9
"arc-00098","PH","2013-04-01",7.47
"arc-00099","PH","2013-04-01",7.06
"arc-00100","PH","2013-04-01",7.65
"arc-10002","PH","2013-04-01",7.05
"ebop-00087","PH","2013-04-01",7.7
"ebop-00088","PH","2013-04-01",7.4
"ebop-00089","PH","2013-04-01",7.4
"ebop-00090","PH","2013-04-01",7.2
"ebop-00091","PH","2013-04-01",7.9
"ebop-00092","PH","2013-04-01",7.2
"ebop-00094","PH","2013-04-01",7
"ebop-00095","PH","2013-04-01",7.4
"ebop-00096","PH","2013-04-01",6.4
"ebop-00097","PH","2013-04-01",6.8
"ebop-00098","PH","2013-04-01",6.8
"ebop-00100","PH","2013-04-01",6.8
"ecan-00347","PH","2013-04-01",7.8
"ecan-00348","PH","2013-04-01",7.3
"es-000142","PH","2013-04-01",8.1
"es-00144","PH","2013-04-01",6.4
"ew-00144","PH","2013-04-01",8.1
"gw-00257","PH","2013-04-01",7.06
"hbrc-00176","PH","2013-04-01",7.9
"lawa-100207","PH","2013-04-01",7.3
"lawa-100208","PH","2013-04-01",7.4
"lawa-100209","PH","2013-04-01",7.4
"lawa-100210","PH","2013-04-01",7.3
"lawa-100215","PH","2013-04-01",7.1
"orc-00027","PH","2013-04-01",7.5
"orc-00028","PH","2013-04-01",7.4
"orc-00031","PH","2013-04-01",7.8
"orc-00033","PH","2013-04-01",8
"orc-00035","PH","2013-04-01",7.3
"orc-00036","PH","2013-04-01",7.1
"orc-00037","PH","2013-04-01",7.4
"orc-00038","PH","2013-04-01",7.6
"ebop-00087","PH","2014-04-01",7.7
"ebop-00088","PH","2014-04-01",7.3
"ebop-00089","PH","2014-04-01",7.3
"ebop-00090","PH","2014-04-01",7
"ebop-00091","PH","2014-04-01",7.7
"ebop-00092","PH","2014-04-01",7.1
"ebop-00094","PH","2014-04-01",6.9
"ebop-00095","PH","2014-04-01",6.9
"ebop-00096","PH","2014-04-01",7.3
"ebop-00097","PH","2014-04-01",7.1
"ebop-00098","PH","2014-04-01",7.1
"ebop-00100","PH","2014-04-01",7.1
"ecan-00325","PH","2014-04-01",7.21
"ecan-00331","PH","2014-04-01",7.65
"ecan-00347","PH","2014-04-01",7.7
"ecan-00348","PH","2014-04-01",8
"ecan-00363","PH","2014-04-01",7.2
"es-000142","PH","2014-04-01",8
"es-000157","PH","2014-04-01",8.1
"es-000158","PH","2014-04-01",8.1
"es-000159","PH","2014-04-01",8.2
"ew-00142","PH","2014-04-01",8
"ew-00144","PH","2014-04-01",8.3
"ew-00146","PH","2014-04-01",8.5
"ew-00147","PH","2014-04-01",8.6
"ew-00151","PH","2014-04-01",7.6
"gw-00257","PH","2014-04-01",6.27
"hbrc-00176","PH","2014-04-01",8
"lawa-100211","PH","2014-04-01",7.2
"lawa-100213","PH","2014-04-01",7.2
"lawa-100263","PH","2014-04-01",7.92
"lawa-100264","PH","2014-04-01",7.2
"lawa-100266","PH","2014-04-01",7.2
"orc-00027","PH","2014-04-01",7.7
"orc-00028","PH","2014-04-01",7.6
"orc-00031","PH","2014-04-01",8
"orc-00033","PH","2014-04-01",8.1
"orc-00034","PH","2014-04-01",6.9
"orc-00035","PH","2014-04-01",7.9
"orc-00036","PH","2014-04-01",7.5
"orc-00037","PH","2014-04-01",7.6
"orc-00038","PH","2014-04-01",7.8
"arc-00099","PH","2015-04-01",7.17
"ebop-00087","PH","2015-04-01",8.1
"ebop-00088","PH","2015-04-01",7.5
"ebop-00089","PH","2015-04-01",7.8
"ebop-00090","PH","2015-04-01",7.3
"ebop-00091","PH","2015-04-01",7.8
"ebop-00092","PH","2015-04-01",7.2
"ebop-00094","PH","2015-04-01",7.5
"ebop-00095","PH","2015-04-01",7.1
"ebop-00096","PH","2015-04-01",7.3
"ebop-00097","PH","2015-04-01",7.5
"ebop-00098","PH","2015-04-01",7.5
"ebop-00100","PH","2015-04-01",7.5
"ecan-00325","PH","2015-04-01",7.33
"ecan-00331","PH","2015-04-01",8.51
"ecan-00334","PH","2015-04-01",8.3
"ecan-00347","PH","2015-04-01",7.6
"ecan-00348","PH","2015-04-01",7.7
"ecan-00363","PH","2015-04-01",7.8
"ecan-00369","PH","2015-04-01",8.4
"ecan-00370","PH","2015-04-01",8.5
"ecan-00371","PH","2015-04-01",8.5
"ecan-00372","PH","2015-04-01",8
"es-00144","PH","2015-04-01",7.5
"ew-00144","PH","2015-04-01",6.5
"gw-00258","PH","2015-04-01",8.17
"gw-00262","PH","2015-04-01",8.04
"gw-00263","PH","2015-04-01",8.16
"lawa-100207","PH","2015-04-01",7.6
"lawa-100208","PH","2015-04-01",7.6
"lawa-100209","PH","2015-04-01",7.6
"lawa-100210","PH","2015-04-01",7.6
"lawa-100215","PH","2015-04-01",7.6
"lawa-101984","PH","2015-04-01",8.13
"lawa-101985","PH","2015-04-01",8.29
"orc-00027","PH","2015-04-01",7.9
"orc-00028","PH","2015-04-01",7.9
"orc-00031","PH","2015-04-01",7.9
"orc-00033","PH","2015-04-01",8
"orc-00034","PH","2015-04-01",7
"orc-00035","PH","2015-04-01",8
"orc-00037","PH","2015-04-01",7.9
"orc-00038","PH","2015-04-01",8.1
"ebop-00087","PH","2016-04-01",7.6
"ebop-00088","PH","2016-04-01",7.4
"ebop-00089","PH","2016-04-01",7.51
"ebop-00090","PH","2016-04-01",7.7
"ebop-00091","PH","2016-04-01",8.085
"ebop-00092","PH","2016-04-01",7.225
"ebop-00094","PH","2016-04-01",7.5
"ebop-00095","PH","2016-04-01",7.2
"ebop-00096","PH","2016-04-01",7.5
"ebop-00097","PH","2016-04-01",6.75
"ebop-00098","PH","2016-04-01",6.75
"ebop-00100","PH","2016-04-01",6.8
"ecan-00325","PH","2016-04-01",7.83
"ecan-00331","PH","2016-04-01",7.7
"ecan-00334","PH","2016-04-01",8.2
"ecan-00347","PH","2016-04-01",8.4
"ecan-00348","PH","2016-04-01",7.6
"ecan-00363","PH","2016-04-01",8.5
"ecan-00369","PH","2016-04-01",8.4
"ecan-00370","PH","2016-04-01",8.5
"ecan-00371","PH","2016-04-01",8.4
"es-00144","PH","2016-04-01",7.3
"ew-00142","PH","2016-04-01",7.8
"ew-00144","PH","2016-04-01",7.6
"ew-00146","PH","2016-04-01",8.3
"ew-00147","PH","2016-04-01",8.3
"ew-00151","PH","2016-04-01",7.8
"gw-00257","PH","2016-04-01",7.57
"gw-00258","PH","2016-04-01",7.78
"gw-00263","PH","2016-04-01",7.81
"hbrc-00176","PH","2016-04-01",7.8
"lawa-100207","PH","2016-04-01",7.5
"lawa-100208","PH","2016-04-01",7.5
"lawa-100209","PH","2016-04-01",7.6
"lawa-100210","PH","2016-04-01",7.5
"lawa-101984","PH","2016-04-01",8.41
"orc-00027","PH","2016-04-01",7.8
"orc-00028","PH","2016-04-01",7.8
"orc-00031","PH","2016-04-01",8.1
"orc-00033","PH","2016-04-01",8.2
"orc-00034","PH","2016-04-01",7
"orc-00035","PH","2016-04-01",7.4
"orc-00036","PH","2016-04-01",7.45
"orc-00037","PH","2016-04-01",7.7
"orc-00038","PH","2016-04-01",7.9
"ebop-00087","PH","2017-04-01",7.6
"ebop-00088","PH","2017-04-01",7.3
"ebop-00089","PH","2017-04-01",7.5
"ebop-00090","PH","2017-04-01",7.3
"ebop-00091","PH","2017-04-01",7.715
"ebop-00092","PH","2017-04-01",7.31
"ebop-00094","PH","2017-04-01",7.375
"ebop-00095","PH","2017-04-01",7.3
"ebop-00096","PH","2017-04-01",7.6
"ebop-00097","PH","2017-04-01",7
"ebop-00098","PH","2017-04-01",6.95
"ebop-00100","PH","2017-04-01",7.2
"ecan-00325","PH","2017-04-01",7.13
"ecan-00331","PH","2017-04-01",7.93
"ecan-00334","PH","2017-04-01",8.3
"ecan-00347","PH","2017-04-01",7.42
"ecan-00348","PH","2017-04-01",7.06
"ecan-00363","PH","2017-04-01",7.23
"ecan-00369","PH","2017-04-01",8.4
"ecan-00370","PH","2017-04-01",8.4
"ecan-00371","PH","2017-04-01",8.4
"ecan-00372","PH","2017-04-01",7.85
"ew-00142","PH","2017-04-01",7.3
"ew-00144","PH","2017-04-01",7.3
"ew-00146","PH","2017-04-01",7.4
"ew-00147","PH","2017-04-01",7.4
"ew-00151","PH","2017-04-01",9
"hbrc-00176","PH","2017-04-01",8
"lawa-100207","PH","2017-04-01",7.6
"lawa-100208","PH","2017-04-01",7.5
"lawa-100211","PH","2017-04-01",7.2
"lawa-100213","PH","2017-04-01",7.2
"lawa-100263","PH","2017-04-01",7.2
"lawa-100264","PH","2017-04-01",7.2
"lawa-100266","PH","2017-04-01",7.2
"lawa-101985","PH","2017-04-01",7.8
"lawa-102219","PH","2017-04-01",7.8
"lawa-102220","PH","2017-04-01",7.8
"lawa-102221","PH","2017-04-01",7.8
"orc-00027","PH","2017-04-01",7.9
"orc-00028","PH","2017-04-01",7.7
"orc-00031","PH","2017-04-01",8.7
"orc-00033","PH","2017-04-01",8
"orc-00035","PH","2017-04-01",7.1
"orc-00036","PH","2017-04-01",7.7
"orc-00037","PH","2017-04-01",7.9
"orc-00038","PH","2017-04-01",8.5
"arc-00099","PH","2018-04-01",7.7
"ebop-00087","PH","2018-04-01",7.6
"ebop-00089","PH","2018-04-01",7.7
"ebop-00090","PH","2018-04-01",7.4
"ebop-00091","PH","2018-04-01",7.98
"ebop-00092","PH","2018-04-01",7.37
"ebop-00094","PH","2018-04-01",7.34
"ebop-00095","PH","2018-04-01",7.54
"ebop-00096","PH","2018-04-01",7.4
"ebop-00097","PH","2018-04-01",6.9
"ebop-00098","PH","2018-04-01",6.6
"ebop-00100","PH","2018-04-01",7
"ecan-00325","PH","2018-04-01",7.75
"ecan-00331","PH","2018-04-01",7.91
"ecan-00334","PH","2018-04-01",8.5
"ecan-00347","PH","2018-04-01",8.08
"ecan-00348","PH","2018-04-01",7.33
"ecan-00363","PH","2018-04-01",7.52
"ecan-00369","PH","2018-04-01",8.53
"ecan-00370","PH","2018-04-01",8.63
"ecan-00371","PH","2018-04-01",8.69
"ecan-00372","PH","2018-04-01",7.85
"ew-00142","PH","2018-04-01",7.7
"ew-00144","PH","2018-04-01",7.3
"ew-00146","PH","2018-04-01",8.2
"ew-00147","PH","2018-04-01",8
"ew-00151","PH","2018-04-01",8.3
"hbrc-00171","PH","2018-04-01",7.9
"hbrc-00176","PH","2018-04-01",8
"lawa-100207","PH","2018-04-01",7.5
"lawa-100208","PH","2018-04-01",7.5
"lawa-100211","PH","2018-04-01",7.1
"lawa-100213","PH","2018-04-01",7.1
"lawa-100263","PH","2018-04-01",7.2
"lawa-100264","PH","2018-04-01",7.1
"lawa-100266","PH","2018-04-01",7.2
"lawa-101984","PH","2018-04-01",7.17
"lawa-101985","PH","2018-04-01",7.52
"lawa-102219","PH","2018-04-01",7.5
"lawa-102220","PH","2018-04-01",7.5
"lawa-102221","PH","2018-04-01",7.5
"lawa-102686","PH","2018-04-01",7.8
"lawa-102687","PH","2018-04-01",7.4
"lawa-102688","PH","2018-04-01",7.6
"orc-00027","PH","2018-04-01",7.6
"orc-00028","PH","2018-04-01",7.9
"orc-00031","PH","2018-04-01",7.9
"orc-00033","PH","2018-04-01",8
"orc-00034","PH","2018-04-01",6.8
"orc-00035","PH","2018-04-01",7.7
"orc-00036","PH","2018-04-01",7.5
"orc-00037","PH","2018-04-01",7.5
"orc-00038","PH","2018-04-01",7.7
"arc-00098","PH","2019-04-01",6.7
"arc-00099","PH","2019-04-01",7.21
"arc-00100","PH","2019-04-01",7.1
"arc-10002","PH","2019-04-01",7.2
"ebop-00087","PH","2019-04-01",7.7
"ebop-00088","PH","2019-04-01",7.6
"ebop-00089","PH","2019-04-01",7.66
"ebop-00090","PH","2019-04-01",7.6
"ebop-00091","PH","2019-04-01",8.07
"ebop-00092","PH","2019-04-01",7.32
"ebop-00094","PH","2019-04-01",7.42
"ebop-00095","PH","2019-04-01",7.44
"ebop-00096","PH","2019-04-01",7.6
"ebop-00097","PH","2019-04-01",7.2
"ebop-00098","PH","2019-04-01",7.1
"ebop-00100","PH","2019-04-01",7.2
"ecan-00325","PH","2019-04-01",7.78
"ecan-00331","PH","2019-04-01",8.29
"ecan-00334","PH","2019-04-01",8.26
"ecan-00347","PH","2019-04-01",7.76
"ecan-00348","PH","2019-04-01",7.63
"ecan-00354","PH","2019-04-01",7.72
"ecan-00369","PH","2019-04-01",8.55
"ecan-00370","PH","2019-04-01",8.42
"ecan-00371","PH","2019-04-01",8.53
"ecan-00372","PH","2019-04-01",7.63
"es-000142","PH","2019-04-01",8.2
"es-000157","PH","2019-04-01",8.2
"es-000158","PH","2019-04-01",8.7
"es-000159","PH","2019-04-01",8.4
"es-00144","PH","2019-04-01",7.5
"ew-00142","PH","2019-04-01",7.8
"ew-00143","PH","2019-04-01",5.2
"ew-00144","PH","2019-04-01",7.6
"ew-00145","PH","2019-04-01",7.2
"ew-00146","PH","2019-04-01",8.2
"ew-00147","PH","2019-04-01",8.3
"ew-00149","PH","2019-04-01",7.1
"ew-00150","PH","2019-04-01",7.4
"ew-00151","PH","2019-04-01",9.5
"hbrc-00171","PH","2019-04-01",8
"hbrc-00176","PH","2019-04-01",8.1
"lawa-100215","PH","2019-04-01",7.6
"lawa-101984","PH","2019-04-01",7.6
"lawa-101985","PH","2019-04-01",8.32
"lawa-102220","PH","2019-04-01",7.8
"lawa-102303","PH","2019-04-01",7.7
"lawa-102304","PH","2019-04-01",6.8
"lawa-102305","PH","2019-04-01",7.6
"lawa-102686","PH","2019-04-01",8.1
"lawa-102687","PH","2019-04-01",7.5
"lawa-102688","PH","2019-04-01",7.6
"orc-00027","PH","2019-04-01",7.7
"orc-00034","PH","2019-04-01",6.9
"orc-00035","PH","2019-04-01",7.5
"arc-00099","PH","1996-05-01",7.2
"arc-00098","PH","1997-05-01",7.25
"arc-00099","PH","1997-05-01",7.6
"arc-00100","PH","1997-05-01",7.7
"arc-10002","PH","1997-05-01",7.5
"arc-00098","PH","1998-05-01",7.35
"arc-00099","PH","1998-05-01",8.1
"arc-00100","PH","1998-05-01",7.4
"arc-10002","PH","1998-05-01",7.05
"arc-00098","PH","1999-05-01",7.75
"arc-00099","PH","1999-05-01",7.6
"arc-00100","PH","1999-05-01",7.6
"arc-10002","PH","1999-05-01",7.75
"arc-00098","PH","2001-05-01",7.5
"arc-00099","PH","2001-05-01",7.9
"arc-00100","PH","2001-05-01",8
"arc-10002","PH","2001-05-01",7.95
"arc-00098","PH","2003-05-01",7.6
"arc-00099","PH","2003-05-01",7.5
"arc-00100","PH","2003-05-01",7.7
"arc-10002","PH","2003-05-01",7.55
"arc-00098","PH","2004-05-01",7.4
"arc-00099","PH","2004-05-01",7.5
"arc-00100","PH","2004-05-01",7.4
"arc-10002","PH","2004-05-01",7.4
"ebop-00087","PH","2004-05-01",7.6
"ebop-00088","PH","2004-05-01",7.2
"ebop-00089","PH","2004-05-01",7.8
"ebop-00090","PH","2004-05-01",7.5
"ebop-00091","PH","2004-05-01",8.2
"ebop-00092","PH","2004-05-01",7
"ebop-00094","PH","2004-05-01",7.3
"ebop-00095","PH","2004-05-01",7.7
"ebop-00096","PH","2004-05-01",6.8
"ebop-00097","PH","2004-05-01",6.8
"ebop-00098","PH","2004-05-01",6.8
"ebop-00100","PH","2004-05-01",6.8
"ecan-00325","PH","2004-05-01",7.3
"ecan-00347","PH","2004-05-01",8.05
"ecan-00348","PH","2004-05-01",7.6
"lawa-102689","PH","2004-05-01",7.65
"orc-00034","PH","2004-05-01",6.82
"arc-00098","PH","2005-05-01",7.9
"arc-00099","PH","2005-05-01",7.7
"arc-00100","PH","2005-05-01",7.8
"arc-10002","PH","2005-05-01",7.9
"ebop-00087","PH","2005-05-01",7.6
"ebop-00088","PH","2005-05-01",7.8
"ebop-00089","PH","2005-05-01",7.6
"ebop-00090","PH","2005-05-01",7.5
"ebop-00091","PH","2005-05-01",7.9
"ebop-00092","PH","2005-05-01",6.9
"ebop-00094","PH","2005-05-01",7
"ebop-00095","PH","2005-05-01",7.3
"ebop-00096","PH","2005-05-01",7
"ebop-00097","PH","2005-05-01",6.6
"ebop-00098","PH","2005-05-01",6.6
"ebop-00100","PH","2005-05-01",6.6
"ecan-00325","PH","2005-05-01",7.7
"ecan-00347","PH","2005-05-01",8.25
"ecan-00348","PH","2005-05-01",7.2
"gw-00258","PH","2005-05-01",7.38
"arc-00098","PH","2006-05-01",7.335
"arc-00099","PH","2006-05-01",7.67
"arc-00100","PH","2006-05-01",7.575
"arc-10002","PH","2006-05-01",7.555
"ebop-00087","PH","2006-05-01",7.5
